	business_id	name	neighborhood	address	city	state	postal_code	latitude	longitude	stars	review_count	is_open	categories
1593	3m27fWqn0KBnGpi30hdtrA	"""Johnson Michael A DDS"""		"""850 Brainard Rd"""	Cleveland	OH	44143	41.53759	-81.478916	4.5	5	1	Dentists;Health & Medical;General Dentistry
1594	Xk05B3MApfGZB-s3vQkuyA	"""Cleveland Jet Center"""		"""26380 Curtiss Wright Pkwy"""	Cleveland	OH	44143	41.5667157	-81.4914188	3.5	3	1	Hotels & Travel;Airports
1605	UKONtqenZ56MP53Z-hVyZg	"""Verne & Ellsworth Hann"""		"""2026 Lee Rd"""	Cleveland	OH	44118	41.4976955	-81.5652025	2.0	4	1	Plumbing;Heating & Air Conditioning/HVAC;Home Services
1616	hZJw3wCXWU2m3miaOinznQ	"""Joseph's Hair & Nail Salon"""		"""13301 Prospect Rd"""	Strongsville	OH	44149	41.317277	-81.8570979	2.5	13	1	Beauty & Spas;Hair Extensions;Nail Salons;Day Spas;Tanning;Hair Salons;Eyelash Service;Hair Removal
1641	zAnYxgkDJDxCBZmmm-kISA	"""Sofia's African Hair Braids Salon"""		"""2201 N Taylor Rd"""	Cleveland Heights	OH	44112	41.530569	-81.561639	4.5	3	1	Hair Salons;Hair Extensions;Beauty & Spas
1705	JsSo9YM4LIT2AuAG24xbew	"""Radiant Bride"""		"""19620 Detroit Rd"""	Rocky River	OH	44116	41.4801612366	-81.8398521779	5.0	21	1	Bridal;Shopping
1710	0rrVAvYeo_NYZyL26deFOw	"""Mark's Cleaning Service"""		"""325 Elmwood Dr"""	Medina	OH	44256	41.1355533	-81.8662729	5.0	3	1	Carpet Cleaning;Home Cleaning;Home Services;Window Washing;Local Services
1714	Ur4eYOFq4qVLHkZJNmcqfQ	"""Prosperity Social Club"""	Tremont	"""1109 Starkweather Ave"""	Cleveland	OH	44113	41.477068	-81.689789	4.0	182	1	Restaurants;Pubs;Bars;Breakfast & Brunch;Nightlife
1728	WxQFr9xKubSeDDY8EKTpYg	"""Robeks"""		"""4025 Richmond Rd"""	Beachwood	OH	44122	41.4472604444	-81.4969914034	3.5	10	1	Juice Bars & Smoothies;Food
1730	dmzwPu_wKO9LRfdsaiwOjw	"""Nails By Roza"""		"""23215 Commerce Park, Ste 202"""	Beachwood	OH	44122	41.4599514	-81.5145204	1.0	3	1	Nail Salons;Skin Care;Beauty & Spas
1774	2LjAiVBWQefB2oT0mkYBFQ	"""Marc's Stores"""		"""21661 Center Ridge Rd"""	Rocky River	OH	44116	41.457714	-81.859473	3.5	9	1	Shopping;Fruits & Veggies;Discount Store;Health & Medical;Drugstores;Grocery;Pharmacy;Food;Specialty Food
1799	l3SBg8iCNN_4-dnV0Wk4fg	"""Brew 133"""		"""13368 Madison Ave"""	Lakewood	OH	44107	41.477292	-81.784374	3.0	11	0	Arts & Entertainment;Bars;Burgers;Nightlife;Music Venues;Restaurants
1809	XMPBg6r_LqZhy9Cf-4ZJrA	"""Panera Bread"""		"""19705 Center Ridge Rd"""	Rocky River	OH	44116	41.464592	-81.841481	2.5	18	1	Salad;Bagels;Soup;Sandwiches;Food;Breakfast & Brunch;Restaurants
1810	z_zyOfFO-OIYgCR5hstyTw	"""Mama Fu's Asian House"""		"""402 Great Northern Mall"""	North Olmsted	OH	44070	41.416814	-81.906416	3.0	26	0	Restaurants;Vietnamese;Asian Fusion;Chinese
1811	rPFNOLQ-XljZkoD9jowl8Q	"""Bill Kap Piano"""	Windemere	"""14130 Euclid Ave"""	Cleveland	OH	44112	41.5285747	-81.5839654	3.5	3	1	Piano Stores;Local Services;Shopping;Home Services;Musical Instrument Services;Musical Instruments & Teachers;Movers
1812	Jwa6JhtkYq46jZG_UZriZQ	"""The Little Birdie Wine Nest"""		"""6060 Broadview Rd"""	Parma	OH	44134	41.3989124	-81.6896357	5.0	6	1	Nightlife;Paint & Sip;Bars;Wine Bars;Arts & Entertainment
1853	XTumKkL8Ns3StEvW1nwcow	"""Fazio's Restaurant"""		"""8074 Columbia Rd"""	Olmsted Falls	OH	44138	41.3748099	-81.902066	2.0	4	0	Seafood;American (New);Steakhouses;Restaurants
1871	8QHpkczQFY23_zN0v1jx4A	"""Lady Jane's Hair Cuts For Men"""		"""5112 Mayfield Rd"""	Lyndhurst	OH	44124	41.5189638	-81.4956886	4.0	9	1	Beauty & Spas;Hair Salons
1873	eUxY9-SyEvCaAJZSNTHw5Q	"""American Plumbing"""		"""1063 Bradley Rd"""	Westlake	OH	44145	41.4721245	-81.9583497	3.0	4	1	Home Services;Heating & Air Conditioning/HVAC;Plumbing;Contractors
1885	qGwz_gJIZdRs4vTPcaIg9w	"""Hilton Cleveland Downtown"""	Civic Center	"""100 Lakeside Ave E"""	Cleveland	OH	44114	41.5029404472	-81.6957642138	4.0	61	1	Hotels & Travel;Hotels;Event Planning & Services
1902	GmghE_tUm1OfBH0B0sPRdg	"""Rita Abdallah"""	Detroit-Shoreway	""""""	Cleveland	OH	44102	41.4789363	-81.7404134	5.0	3	1	Health & Medical;Supernatural Readings;Arts & Entertainment;Professional Services;Education;Counseling & Mental Health;Life Coach
1921	AE7JXkp6Mx_6vohr-dD8fw	"""Ridgewood Family YMCA"""		"""6840 Ridge Rd"""	Cleveland	OH	44129	41.3789854	-81.7357513	3.0	5	0	Fitness & Instruction;Active Life;Gyms;Trainers;Swimming Pools
1926	TXcVQfX4J0NqKRqgDBgWOA	"""Marco's Pizza"""		"""4163 Mayfield Rd"""	Cleveland	OH	44121	41.5210662	-81.5303694	4.0	6	1	Restaurants;Pizza
1927	Uww9-q-q2x9PDNqCbA0hzg	"""Sacred Hour Wellness Spa"""		"""17917 Detroit Ave"""	Lakewood	OH	44107	41.484112	-81.821616	5.0	22	1	Beauty & Spas;Reiki;Massage Therapy;Day Spas;Health & Medical;Reflexology
1934	iGwJaUzuMNrdnTOBnqtmLA	"""LOVLOX"""		"""20249 Lake Rd"""	Rocky River	OH	44116	41.483467	-81.8450189	5.0	6	1	Hair Salons;Beauty & Spas
1947	Vfdh93_ziz2BIcCmqPG6Gg	"""Great Northern Shoe Repair"""		"""26655 Brookpark Rd Ext"""	North Olmsted	OH	44070	41.4191379	-81.919668	3.5	3	1	Shopping;Health & Medical;Orthotics;Local Services;Mobile Phones;Local Flavor;Shoe Repair
1948	d6CPd6Rg__Hw-5ArLQ_k4Q	"""Candlewood Suites Cleveland-N. Olmsted"""		"""24741 Country Club Blvd"""	North Olmsted	OH	44070	41.4156227	-81.8958655	3.5	12	1	Hotels;Event Planning & Services;Hotels & Travel;Venues & Event Spaces
1949	bgz3u3bhqck2nf7W7iVREQ	"""NTB - National Tire & Battery"""		"""25801 Lorain Rd"""	North Olmsted	OH	44070	41.4195355	-81.9079439	2.0	3	1	Auto Repair;Automotive;Shopping;Tires;Battery Stores;Oil Change Stations
1950	mNG2OaKvnAABdLxODErnvA	"""Shaker Square Dry Cleaners & Tailoring"""		"""13107 Shaker Sq"""	Cleveland	OH	44120	41.4843478	-81.5910413	3.5	6	1	Sewing & Alterations;Dry Cleaning;Bridal;Fashion;Laundry Services;Local Services;Dry Cleaning & Laundry;Shopping
1968	AWoSFsyyj0gKXmX-5X_pyQ	"""Washington Street Diner"""		"""8233 E Washington St"""	Chagrin Falls	OH	44023	41.4155085	-81.3480568	4.0	16	1	Restaurants;Diners
1971	GcA4laq0bKWDC6-50ATs1w	"""Beau's On The River"""		"""1989 Front St"""	Cuyahoga Falls	OH	44221	41.1326148	-81.4831774	3.5	47	1	American (New);Restaurants
1989	ue15g25mkg7Q19Y2DLaqbw	"""Annabelle Bridal"""		"""17800 Chillicothe Rd"""	Chagrin Falls	OH	44023	41.385231	-81.3407927	3.0	4	1	Shopping;Bridal
1997	JYVCQhZU4g-vXrISzUJFUA	"""Benny's Sports Cafe"""	Clark-Fulton	"""3463 Fulton Rd"""	Cleveland	OH	44109	41.4601128	-81.7114099	2.5	4	0	Chicken Wings;Nightlife;Restaurants;Food;Sports Bars;Beer;Wine & Spirits;Latin American;Burgers;Bars
2069	TG6bz3o1vEjVcedBtFQ2yw	"""Boston Market"""		"""699 Howe Ave"""	Cuyahoga Falls	OH	44221	41.119507	-81.4742246	3.0	6	1	Event Planning & Services;American (Traditional);Restaurants;Comfort Food;Caterers
2098	6lgkTtACpJR5Kijkc050KQ	"""Dragon Garden Restaurant"""		"""9415 Olde 8 Rd"""	Northfield	OH	44067	41.3161357	-81.5384878	3.5	34	1	Japanese;Restaurants;Sushi Bars;Chinese
2109	go_uJsNgk2WCRtl5m-v72g	"""Olive Garden Italian Restaurant"""		"""25984 Lorain Rd"""	North Olmsted	OH	44070	41.4209231	-81.9099778	3.5	39	1	Italian;Nightlife;Bars;Salad;Wine Bars;Restaurants
2115	9Jds-eBvF7MvmR38jxcWvw	"""Sassy Nails & Spa"""		"""6277 Pearl Rd, Unit C"""	Parma Heights	OH	44130	41.3903102	-81.7610101	4.5	10	1	Nail Salons;Beauty & Spas
2130	DMRaPL6SnA_RX7yY6rprhQ	"""Steak On a Stone"""		"""145 Montrose West Ave"""	Copley	OH	44321	41.1312495	-81.6534386	2.5	27	0	Restaurants;Steakhouses
2138	tttUDNhR0GUE1H1dTaL_cA	"""A B Tire & Repair"""		"""9685 Washington St"""	Chagrin Falls	OH	44023	41.395043	-81.297218	5.0	3	1	Automotive;Auto Repair;Tires
2201	4neSxKuKuKAlTEAqnj7eOA	"""Graziana Tailoring"""		"""9210 Broadview Rd"""	Broadview Heights	OH	44147	41.315415	-81.685913	5.0	4	0	Sewing & Alterations;Local Services
2235	NIvup8P7CJciTtjJG6SUKA	"""Art's Pizza & Chicken"""		"""3016 Graham Rd"""	Stow	OH	44224	41.1664516	-81.4056932	4.0	12	1	Chicken Wings;Pizza;Restaurants
2237	mXUw6puxePIzuqE37-t8Vg	"""Approved Plumbing"""		"""770 Ken Mar Industrial Pkwy"""	Broadview Heights	OH	44147	41.3170149	-81.6569573	5.0	10	1	Home Services;Water Heater Installation/Repair;Plumbing;Heating & Air Conditioning/HVAC;Contractors
2247	1uP_zBaJlawlIGQ8kaLraA	"""Fyodor Bridal Atelier"""		"""2111 Richmond Rd"""	Beachwood	OH	44122	41.5004234	-81.4967959	3.5	6	1	Women's Clothing;Fashion;Accessories;Bridal;Shopping
2257	Xh0GgOn6LjfYJJUZQsjDTg	"""Samurai Japanese Steak House"""		"""7155 N Aurora Rd"""	Aurora	OH	44202	41.3531802076	-81.386346182	3.5	12	1	Restaurants;Japanese
2263	6oZoFYdbvwqyk4gnkzJnqA	"""Hampton Inn"""		"""6020 Jefferson Dr"""	Independence	OH	44131	41.3989240195	-81.6500173102	3.5	18	1	Hotels;Event Planning & Services;Hotels & Travel
2279	xoid0smKe94o8vbA_E7O3g	"""Anna's Sewing Center"""		"""22250 Lorain Rd"""	Fairview Park	OH	44126	41.4409894	-81.866837	3.0	4	1	Education;Specialty Schools;Arts & Crafts;Local Services;Sewing & Alterations;Fabric Stores;Shopping
2341	nEMUUOvFB2Vi90uiF4rlCg	"""Scooter's Dawghouse"""		"""9600 Blackbrook Rd"""	Mentor	OH	44060	41.724476	-81.294445	4.5	96	1	Restaurants;Ice Cream & Frozen Yogurt;Hot Dogs;Food;American (New)
2352	EOghCHtoyxJQnVZnvKxmNQ	"""Dianna's Deli & Restaurant"""		"""1332 W 117th St"""	Lakewood	OH	44107	41.4855616	-81.7691901	2.5	55	1	Restaurants;Delis;Diners;Breakfast & Brunch
2363	emwTpSu5yO9V3yTfx-UGTg	"""Cross Country Mortgage"""		"""8180 Brecksville Rd"""	Brecksville	OH	44141	41.3395243	-81.6288955	3.0	4	1	Mortgage Brokers;Home Services;Real Estate
2379	f7LQwNbiDmcmWQSW54ReTA	"""California Salads & Catering"""		"""23200 Chagrin Blvd, Ste 4"""	Beachwood	OH	44122	41.4644891	-81.5159713	2.5	3	0	Caterers;American (New);Restaurants;Event Planning & Services;Salad
2383	v71Ezmd47-ze9HIo2ikQVA	"""Concealed Carry Courses"""	Old Brooklyn	"""6105 Memphis Ave"""	Cleveland	OH	44144	41.439646	-81.729318	3.5	3	1	Specialty Schools;Firearm Training;Education
2414	E0J3fOghOem_gF1CuIublw	"""Massage Envy - Beachwood"""		"""2101 Richmond Rd"""	Beachwood	OH	44122	41.5006644	-81.4961195	1.5	9	1	Massage;Beauty & Spas;Day Spas;Skin Care
2418	rJuX23MG0SH9moT46iozNA	"""Wine & Canvas"""	Civic Center	""""""	Cleveland	OH		41.4996735614	-81.6946609074	5.0	4	1	Arts & Entertainment;Paint & Sip
2419	gMGHpKa9M1ugUBhC5CN3ow	"""Sam's Club"""		"""3750 W Market St"""	Fairlawn	OH	44333	41.1330971782	-81.6333435866	4.5	3	1	Department Stores;Shopping;Electronics;Fashion;Office Equipment;Wholesale Stores
2434	O5xFslbI7ZH1sq6zOEJIdg	"""Hinckley Coffee & Donuts"""		"""1388 Ridge Rd"""	Hinckley	OH	44233	41.2386290251	-81.7451423407	5.0	6	1	Coffee & Tea;Bakeries;Donuts;Food
2461	2alo9GzeOsbg4jeKYFQmxQ	"""Santo's Pizza & Pasta"""		"""7565 Pearl Rd"""	Cleveland	OH	44130	41.3592446	-81.8144522	4.0	61	1	Italian;Pizza;Food;Desserts;Restaurants
2464	ZMARe4JgyknnYfm_E1DoGw	"""Sheetz"""		"""1210 Main St"""	Cuyahoga Falls	OH	44221	41.1199313	-81.4850437	2.5	3	1	Automotive;Gas Stations;Convenience Stores;Food
2475	o_6W4vPRdG8eO7z2SIc0_Q	"""Robeks"""		"""23420 Lorain Rd, Ste 500"""	North Olmsted	OH	44070	41.4346235	-81.8812834	3.5	9	1	Food;Juice Bars & Smoothies
2491	Gmvzwg739HcSDz7bb_5QTA	"""Rocco's Pizza"""		"""1053 Portage Trl"""	Cuyahoga Falls	OH	44221	41.1426089	-81.4963308	4.0	11	1	Pizza;Restaurants
2492	Ak0fXeZOtaEFFwFXg7tz1w	"""Cleveland Steamer Cleaner"""	Jefferson	"""5081 W 161st St"""	Brookpark	OH	44142	41.4523243307	-81.7842132153	5.0	10	1	Shopping;Contractors;Carpet Cleaning;Home & Garden;Local Services;Appliances;Home Services
2505	9d1Vdmo2RbvFW9EQom31MQ	"""Hungry Howie's Pizza"""		"""1033 S Court St"""	Medina	OH	44256	41.1201959	-81.8649687	4.0	5	0	Pizza;Restaurants
2517	5o5xDSgOocBEeu_MVIckTg	"""Rocky River Nature Center"""		"""24000 Valley Pkwy"""	North Olmsted	OH	44070	41.4104366	-81.8805905	5.0	14	1	Active Life;Arts & Entertainment;Museums;Parks
2525	F2SST-XhUtBSEFKhsyKkyg	"""Hudson Drive Hardware"""		"""2735 Hudson Dr"""	Cuyahoga Falls	OH	44221	41.1475785	-81.4724688	4.5	3	1	Shopping;Home Services;Home & Garden;Building Supplies;Hardware Stores
2538	hFqAsajh9_t9iqnVsKJ2ug	"""Patacca Donald G, DDS"""		"""1600 E Royalton Rd"""	Broadview Heights	OH	44147	41.313515	-81.674733	4.0	3	1	Dentists;Oral Surgeons;Health & Medical;Cosmetic Dentists
2541	0wUBRqU95D8URo5Ws4r5Qg	"""Steak 'n Shake"""		"""7020 Aurora Rd"""	Aurora	OH	44202	41.3568496	-81.3895513	2.0	29	1	American (New);Diners;Restaurants;Breakfast & Brunch;Steakhouses;Burgers;Fast Food
2548	1Ri5qfaxkDXV2KU99iPlCA	"""Defer Tire"""		"""955 Singletary Dr"""	Streetsboro	OH	44241	41.2526579	-81.360067	3.5	5	1	Tires;Automotive
2572	kdA5JlSuysSCsphCWpoqpg	"""Mama Julianne's"""		"""10913 Prospect Rd"""	Strongsville	OH	44149	41.3316838	-81.8571743	3.5	14	1	Italian;Food Delivery Services;Pizza;Food;Restaurants
2581	hoGyiTjrri-Sq3-EaO7Kpw	"""Thai Gourmet"""		"""6901 Rockside Rd, Ste 162"""	Independence	OH	44131	41.395817	-81.6419229	3.5	96	1	Chinese;Restaurants;Thai
2582	sLTEFH8XJXQWE_Gyp3_KIA	"""JT's Diner"""		"""38740 Lakeshore Blvd"""	Willoughby	OH	44094	41.6972646	-81.3929086	4.0	42	1	Sandwiches;Restaurants;Diners;Breakfast & Brunch;American (Traditional)
2585	N372f--rWyzGpEBQR4ZIbg	"""Dogs With Style"""		"""5929 Darrow Rd"""	Hudson	OH	44236	41.2266348	-81.4394595	5.0	7	1	Pet Services;Pets
2588	TtG-FJTONaUHfUkQOU7ilg	"""Jay Honda"""		"""175 Broadway Ave"""	Bedford	OH	44146	41.401999	-81.550939	3.5	6	1	Automotive;Auto Repair;Car Dealers
2595	g9i9xFh9HtPWNLMB3ru3ug	"""Campbell's Sweets Factory"""	Ohio City	"""2084 W 25th St"""	Cleveland	OH	44113	41.482953	-81.702793	4.5	62	1	Specialty Food;Restaurants;Desserts;Cupcakes;Bakeries;Food;Popcorn Shops;Chocolatiers & Shops;Cafes
2636	N8I9zvOVh_r37Y87ZTlabg	"""Chesterland Floral"""		"""12650 W Geauga Plz"""	Chesterland	OH	44026	41.525424	-81.340298	5.0	4	1	Florists;Shopping;Flowers & Gifts
2642	6n_pWfZ7dPLakRQQKkQZGA	"""Kergaard Cleaners"""		"""18505 Detroit Ave"""	Lakewood	OH	44107	41.482008	-81.8267	4.0	6	1	Dry Cleaning & Laundry;Sewing & Alterations;Laundry Services;Local Services
2644	EvdpA09SfFHxt9MP2pJJQg	"""Midas"""		"""6288 Mayfield Road"""	Mayfield Heights	OH	44124	41.5196929	-81.45275	4.0	6	1	Oil Change Stations;Tires;Auto Parts & Supplies;Auto Repair;Automotive
2654	Sf-ZyFFc4UgdgaGzONgaCA	"""The Home Depot"""	Tremont	"""3355 Steelyard Dr"""	Cleveland	OH	44109	41.4622763737	-81.6878559165	3.0	17	1	Shopping;Appliances;Home & Garden;Home Services;Nurseries & Gardening;Hardware Stores;Building Supplies
2662	7A-xj8PLuOh4BS4D6InVpQ	"""Campus Camera & Imaging"""		"""1645 E Main St"""	Kent	OH	44240	41.1546309	-81.3346489	5.0	4	1	Photography Stores & Services;Shopping
2666	LMVLKohWSdDwVFFB0mBsdQ	"""General Automotive"""		"""1463 E 361st St"""	Eastlake	OH	44095	41.640838	-81.4305739	5.0	3	1	Automotive;Auto Repair
2680	f_b_TRTj9jUsgdQC0oEbNA	"""Focused Tattoo"""	Chinatown	"""2155 Superior Ave"""	Cleveland	OH	44114	41.5077602	-81.6775826	4.5	9	1	Tattoo;Piercing;Beauty & Spas
2688	nNSbABV_4MPX7RAymRxSPA	"""Fitness 19 - Parma"""		"""1848 Snow Rd"""	Parma	OH	44134	41.406151	-81.695306	4.0	7	1	Fitness & Instruction;Trainers;Active Life;Gyms
2699	j4170xdQJTwSvXFpsQzWtg	"""Rincón Criollo"""	Detroit-Shoreway	"""6504 Detroit Ave"""	Cleveland	OH	44102	41.4842063	-81.7306185	3.5	64	1	Mexican;Caribbean;Breakfast & Brunch;Latin American;Puerto Rican;Restaurants
2726	ZIVynEpwn5DkYz_R7rT2Wg	"""Dino Palmieri Salon-Eton"""		"""28699 Chagrin Blvd"""	Woodmere	OH	44122	41.463094	-81.476332	4.5	11	1	Hair Salons;Day Spas;Hair Extensions;Beauty & Spas;Nail Salons
2735	dQ7S7mxJ7L9fA6JdKeGFSA	"""McMahon-Coyne Vitantonio Funeral Homes"""		"""38001 Euclid Ave"""	Willoughby	OH	44094	41.636658	-81.409449	5.0	3	1	Funeral Services & Cemeteries;Local Services
2774	CF2abR1isMzLfRPzjTvIkg	"""Ali Baba Restaurant"""	Jefferson	"""12021 Lorain Ave"""	Cleveland	OH	44111	41.4606693	-81.7720292	4.5	3	0	Vegan;Vegetarian;Lebanese;Middle Eastern;Restaurants
2776	MxUoxS4THGpp4yggIUZPag	"""La Chateau"""		"""12287 Pearl Rd"""	Strongsville	OH	44136	41.322822	-81.835288	4.0	3	0	Nightlife
2795	yNuwHBmhrVIXm5CffOMD2A	"""Walmart Supercenter"""		"""8585 Pearl Rd"""	Strongsville	OH	44136	41.3459	-81.820387	3.0	12	1	Mobile Phones;Food;Shopping;Drugstores;Discount Store;Electronics;Department Stores;Fashion;Grocery
2808	WlkqpB8PJ_ZhPVXzYYai0A	"""Lewis Orthodontics"""		"""1437 Richmond Rd"""	Lyndhurst	OH	44124	41.520307	-81.496311	2.0	5	1	Health & Medical;Orthodontists;Dentists
2834	1hedlGItm_GxnAHqCX7mhg	"""Glanville, Hussing and Fath Family Eyecare"""		"""307 W Main St"""	Kent	OH	44240	41.1538212	-81.3605669	5.0	3	1	Optometrists;Health & Medical;Doctors;Ophthalmologists
2847	TiyufojtGuuddzI583YPhA	"""Gift Hut & Flowers"""		"""22086 Lorain Rd"""	Cleveland	OH	44126	41.4416602	-81.8653698	5.0	4	1	Flowers & Gifts;Florists;Shopping
2852	HJIO1moSP5MWu6TRVla8cA	"""Sam's Club"""	Cascade Crossing	"""10250 Brookpark Rd"""	Cleveland	OH	44144	41.42037	-81.757353	3.5	14	1	Shopping;Fashion;Department Stores
2865	izCeT3RLeARwP-VJaOmIKg	"""Spy Bar"""	Warehouse District	"""1261 W 6th St"""	Cleveland	OH	44113	41.5006247	-81.6990953	3.0	5	0	Nightlife
2867	Tm2dKN_-DCdZfF2xMWrX7w	"""Siam Cafe"""	Goodrich Kirtland	"""3951 St Clair Ave NE"""	Cleveland	OH	44114	41.516469	-81.6649131	4.0	187	1	Chinese;Thai;Restaurants;Asian Fusion;Seafood
2875	SwAEiDNLF58Bd8HHXTYTLA	"""Mayfield Village Racquet Club"""		"""6685 Beta Dr, Ste B"""	Cleveland	OH	44143	41.5485058	-81.4413884	4.0	3	1	Active Life;Tennis
2877	3gtlkstuZHZhC0h_qTLFJA	"""Mootown Creamery"""		"""15185 Bagley Rd"""	Cleveland	OH	44130	41.3687843	-81.8055239	4.5	3	0	Ice Cream & Frozen Yogurt;Food
2887	7YAM0-rkP5M20mb7hmKLbw	"""Life Storage"""		"""1455 Broadway Ave"""	Bedford	OH	44146	41.3738665	-81.5159805	1.0	3	1	Shopping;Packing Supplies;Truck Rental;Local Services;Self Storage;Automotive
2960	mjdRpXM1U8hg7gns3cH2iA	"""Al Wilhelmy Flowers"""		"""17458 Lorain Ave"""	Cleveland	OH	44111	41.451617	-81.818856	5.0	7	1	Event Planning & Services;Florists;Shopping;Fruits & Veggies;Food;Wedding Planning;Floral Designers;Flowers & Gifts;Specialty Food
2973	J4obYrjZ237KYsqJjlpe0w	"""Natural Beauty Hair Boutique"""		"""22366 Lakeshore Blvd"""	Euclid	OH	44123	41.6103364	-81.5256877	1.0	7	1	Hair Extensions;Beauty & Spas;Hair Salons;Professional Services
2992	7BIMKg5DAVi_vHNBd7pmiA	"""Moxie Salon"""		"""25060 Ctr Ridge Rd"""	Westlake	OH	44145	41.457282	-81.898707	5.0	9	1	Beauty & Spas;Makeup Artists;Nail Salons;Hair Salons
3040	MnrndpXqUv-SV-gWg0l_tw	"""Dunkin' Donuts"""		"""15800 Snow Rd"""	Brook Park	OH	44142	41.4041323128	-81.8082358174	3.5	10	1	Donuts;Food;Coffee & Tea
3046	RadvHxEGJLdp9IvNWzv30g	"""Sweet! Mobile Cupcakery"""	University	"""All Over Cleveland"""	Cleveland	OH	44106	41.5091257	-81.6089873	4.0	10	1	Food;Food Stands;Restaurants;Desserts
3053	3KE8uPmeCDFZ_BVJJdHQKQ	"""Retina Associates"""		"""15299 E Bagley Rd, Ste 200"""	Middleburg Heights	OH	44130	41.368594	-81.8064629	4.0	3	1	Doctors;Health & Medical;Retina Specialists;Optometrists;Ophthalmologists
3057	qAR7sNDDMYMkQtdVm50gfw	"""Bright Now! Dental"""		"""9161 Mentor Ave"""	Mentor	OH	44060	41.6767386	-81.311915	2.5	3	1	General Dentistry;Dentists;Cosmetic Dentists;Orthodontists;Health & Medical
3098	lJU19A8gxyNT1gU8y4pv1w	"""Hatfield's Goode Grub"""		"""16700 Lorain Ave"""	Cleveland	OH	44111	41.4507192862	-81.8139869553	4.5	47	1	Food Trucks;Food;Southern;Street Vendors;Restaurants
3106	dwtXvp2llq2BYSXQvJpHYw	"""Mug & Brush Barber Shop"""		"""62 Shopping Plz"""	Chagrin Falls	OH	44022	41.4312764	-81.3909985	4.5	6	1	Barbers;Beauty & Spas
3110	hrdKRLtpwBt-FiC5fJQxEg	"""Coppertop at Cherokee Hills Dining"""		"""5740 Center Rd"""	Valley City	OH	44280	41.2368626	-81.8929545	3.0	8	1	Restaurants;American (Traditional);Active Life;Golf;Venues & Event Spaces;Event Planning & Services
3123	lXhS6kImRbg-Yo7LlcvXiw	"""Crossroads Animal Hospital"""		"""12977 Pearl Road"""	Strongsville	OH	44136	41.31901	-81.835299	5.0	6	1	Pet Services;Veterinarians;Pet Training;Pets
3134	1xLJGxAv4qLIQF2IhJjBvQ	"""The Place To Be"""		"""5751 Smith Rd"""	Brook Park	OH	44142	41.4064199	-81.8033857	4.0	22	1	Delis;Breakfast & Brunch;Restaurants
3164	Qz4JzvZ_0_2TGTWPTE7XSQ	"""Steak on a Stone"""		"""36455 Euclid Ave"""	Willoughby	OH	44094	41.62813	-81.427725	2.5	18	0	Restaurants;Steakhouses
3186	5ZOmXu_TljRJ2s_fit3j4g	"""Van Aken Hardware"""		"""20159 Van Aken Blvd"""	Shaker Heights	OH	44122	41.4666171	-81.538881	3.5	4	0	Home & Garden;Shopping;Hardware Stores
3205	-_O0VCqTfHWwweJsj7khNg	"""Chipotle Mexican Grill"""		"""371 Howe Rd, Ste C"""	Cuyahoga Falls	OH	44221	41.1192992359	-81.4766817016	3.0	20	1	Mexican;Restaurants;Fast Food
3217	QsnPC0c7-97fDgQAGts-sg	"""Aldi"""	Brooklyn-Centre	"""3586 Steelyard Dr"""	Cleveland	OH	44109	41.456241942	-81.6896779463	4.0	12	1	Food;Grocery
3277	y0w8qjKq-lakJJM77KaXrA	"""Bela Dubby"""		"""13321 Madison Ave"""	Lakewood	OH	44107	41.476723	-81.782459	4.0	11	0	Arts & Entertainment;Bars;Coffee & Tea;Music Venues;Food;Lounges;Nightlife
3284	yRpJmd6FEzLRGZ6TxgGlFQ	"""Rosso Gelato"""		"""19056 Old Detroit Rd"""	Rocky River	OH	44116	41.4833603	-81.8335823	4.5	48	1	Food;Ice Cream & Frozen Yogurt
3286	ZyS_DEmUNRVOzyxqWD0tCg	"""Wheely Clean Car Wash"""		"""2250 Snow Rd"""	Parma	OH	44134	41.405624	-81.698702	3.0	4	1	Auto Detailing;Car Wash;Automotive
3292	54hPUSkpDAkw8Q4G8FX2Gg	"""Cleveland Animal Protective League"""	Tremont	"""1729 Willey Ave"""	Cleveland	OH	44113	41.479474	-81.696673	4.0	13	1	Pets;Pet Adoption;Pet Stores;Animal Shelters
3298	xcIUrW5bPw6c32cTBbjCnA	"""Pins & Needles"""		"""7300 Pearl Rd"""	Cleveland	OH	44130	41.3675519	-81.8060535	4.0	3	1	Arts & Crafts;Shopping;Fabric Stores;Education;Specialty Schools
3303	QAN6zr-IzPD04G9clSGtBw	"""Dragon Gate Restaurant"""		"""8701 Brookpark Rd"""	Cleveland	OH	44129	41.4173311	-81.7452085	3.0	4	0	Restaurants
3318	YtmTXI4mH3Nj4Cal0uAl4Q	"""Dave's Supermarket"""	Goodrich Kirtland	"""3301 Payne Ave"""	Cleveland	OH	44114	41.509257	-81.665124	2.5	8	1	Grocery;Food
3321	EU5XpaXehANAdpRHwJMOUQ	"""Insomnia Cookies"""		"""295 S Water St"""	Kent	OH	44240	41.1518719	-81.3579434	4.0	14	1	Bakeries;Food;Ice Cream & Frozen Yogurt;Desserts
3322	iPuhUzHb2wWoesBFHgej9w	"""Klaben Chrysler Jeep Dodge Ram"""		"""1106 W Main St"""	Kent	OH	44240	41.1514	-81.3812	3.0	6	1	Auto Repair;Automotive;Car Dealers
